county,state,population_2019,Elec2020
Autauga,Alabama,55869,Trump
Baldwin,Alabama,223234,Trump
Barbour,Alabama,24686,Trump
Bibb,Alabama,22394,Trump
Blount,Alabama,57826,Trump
Bullock,Alabama,10101,Biden
Butler,Alabama,19448,Trump
Calhoun,Alabama,113605,Trump
Chambers,Alabama,33254,Trump
Cherokee,Alabama,26196,Trump
Chilton,Alabama,44428,Trump
Choctaw,Alabama,12589,Trump
Clarke,Alabama,23622,Trump
Clay,Alabama,13235,Trump
Cleburne,Alabama,14910,Trump
Coffee,Alabama,52342,Trump
Colbert,Alabama,55241,Trump
Conecuh,Alabama,12067,Trump
Coosa,Alabama,10663,Trump
Covington,Alabama,37049,Trump
Crenshaw,Alabama,13772,Trump
Cullman,Alabama,83768,Trump
Dale,Alabama,49172,Trump
Dallas,Alabama,37196,Biden
DeKalb,Alabama,71513,Trump
Elmore,Alabama,81209,Trump
Escambia,Alabama,36633,Trump
Etowah,Alabama,102268,Trump
Fayette,Alabama,16302,Trump
Franklin,Alabama,31362,Trump
Geneva,Alabama,26271,Trump
Greene,Alabama,8111,Biden
Hale,Alabama,14651,Biden
Henry,Alabama,17205,Trump
Houston,Alabama,105882,Trump
Jackson,Alabama,51626,Trump
Jefferson,Alabama,658573,Biden
Lamar,Alabama,13805,Trump
Lauderdale,Alabama,92729,Trump
Lawrence,Alabama,32924,Trump
Lee,Alabama,164542,Trump
Limestone,Alabama,98915,Trump
Lowndes,Alabama,9726,Biden
Macon,Alabama,18068,Biden
Madison,Alabama,372909,Trump
Marengo,Alabama,18863,Biden
Marion,Alabama,29709,Trump
Marshall,Alabama,96774,Trump
Mobile,Alabama,413210,Trump
Monroe,Alabama,20733,Trump
Montgomery,Alabama,226486,Biden
Morgan,Alabama,119679,Trump
Perry,Alabama,8923,Biden
Pickens,Alabama,19930,Trump
Pike,Alabama,33114,Trump
Randolph,Alabama,22722,Trump
Russell,Alabama,57961,Biden
St. Clair,Alabama,89512,Trump
Shelby,Alabama,217702,Trump
Sumter,Alabama,12427,Biden
Talladega,Alabama,79978,Trump
Tallapoosa,Alabama,40367,Trump
Tuscaloosa,Alabama,209355,Trump
Walker,Alabama,63521,Trump
Washington,Alabama,16326,Trump
Wilcox,Alabama,10373,Biden
Winston,Alabama,23629,Trump
Aleutians East Borough[d],Alaska,3337,Trump
Aleutians West Census Area[e],Alaska,5634,Trump
"Anchorage, Municipality of[d][f] ",Alaska,288000,Trump
Bethel Census Area[e],Alaska,18386,Trump
Bristol Bay Borough[d],Alaska,836,Trump
Chugach Census Area[e],Alaska,6734,Trump
Copper River Census Area[e],Alaska,2764,Trump
Denali Borough[d],Alaska,2097,Trump
Dillingham Census Area[e],Alaska,4916,Trump
Fairbanks North Star Borough[d],Alaska,96849,Trump
Haines Borough[d],Alaska,2530,Trump
Hoonah–Angoon Census Area[e],Alaska,2148,Trump
"Juneau, City and Borough of[d][g] ",Alaska,31974,Trump
Kenai Peninsula Borough[d],Alaska,58708,Trump
Ketchikan Gateway Borough[d],Alaska,13901,Trump
Kodiak Island Borough[d],Alaska,12998,Trump
Kusilvak Census Area[e],Alaska,8314,Trump
Lake and Peninsula Borough[d],Alaska,1592,Trump
Matanuska-Susitna Borough[d],Alaska,108317,Trump
Nome Census Area[e],Alaska,10004,Trump
North Slope Borough[d],Alaska,9832,Trump
Northwest Arctic Borough[d],Alaska,7621,Trump
Petersburg Borough[d][h],Alaska,3266,Trump
Prince of Wales – Hyder Census Area[e],Alaska,6203,Trump
"Sitka, City and Borough of[d][i] ",Alaska,8493,Trump
"Skagway, Municipality of[d] ",Alaska,1183,Trump
Southeast Fairbanks Census Area[e],Alaska,6893,Trump
"Wrangell, City and Borough of[d] ",Alaska,2502,Trump
"Yakutat, City and Borough of[d][j] ",Alaska,579,Trump
Yukon–Koyukuk Census Area[e],Alaska,5230,Trump
Eastern District[12],American Samoa,23030,
Manu'a District[12],American Samoa,1143,
Rose Atoll (Rose Island)[12],American Samoa,0,
Swains Island[12],American Samoa,17,
Western District[12],American Samoa,31329,
Apache,Arizona,71887,Biden
Cochise,Arizona,125922,Trump
Coconino,Arizona,143476,Biden
Gila,Arizona,54018,Trump
Graham,Arizona,38837,Trump
Greenlee,Arizona,9498,Trump
La Paz,Arizona,21108,Trump
Maricopa,Arizona,4485414,Biden
Mohave,Arizona,212181,Trump
Navajo,Arizona,110924,Trump
Pima,Arizona,1047279,Biden
Pinal,Arizona,462789,Trump
Santa Cruz,Arizona,46498,Biden
Yavapai,Arizona,235099,Trump
Yuma,Arizona,213787,Trump
Arkansas,Arkansas,17486,Trump
Ashley,Arkansas,19657,Trump
Baxter,Arkansas,41932,Trump
Benton,Arkansas,279141,Trump
Boone,Arkansas,37432,Trump
Bradley,Arkansas,10763,Trump
Calhoun,Arkansas,5189,Trump
Carroll,Arkansas,28380,Trump
Chicot,Arkansas,10118,Biden
Clark,Arkansas,22320,Trump
Clay,Arkansas,14551,Trump
Cleburne,Arkansas,24919,Trump
Cleveland,Arkansas,7956,Trump
Columbia,Arkansas,23457,Trump
Conway,Arkansas,20846,Trump
Craighead,Arkansas,110332,Trump
Crawford,Arkansas,63257,Trump
Crittenden,Arkansas,47955,Biden
Cross,Arkansas,16419,Trump
Dallas,Arkansas,7009,Trump
Desha,Arkansas,11361,Biden
Drew,Arkansas,18219,Trump
Faulkner,Arkansas,126007,Trump
Franklin,Arkansas,17715,Trump
Fulton,Arkansas,12477,Trump
Garland,Arkansas,99386,Trump
Grant,Arkansas,18265,Trump
Greene,Arkansas,45325,Trump
Hempstead,Arkansas,21532,Trump
Hot Spring,Arkansas,33771,Trump
Howard,Arkansas,13202,Trump
Independence,Arkansas,37825,Trump
Izard,Arkansas,13629,Trump
Jackson,Arkansas,16719,Trump
Jefferson,Arkansas,66824,Biden
Johnson,Arkansas,26578,Trump
Lafayette,Arkansas,6624,Trump
Lawrence,Arkansas,16406,Trump
Lee,Arkansas,8857,Biden
Lincoln,Arkansas,13024,Trump
Little River,Arkansas,12259,Trump
Logan,Arkansas,21466,Trump
Lonoke,Arkansas,73309,Trump
Madison,Arkansas,16576,Trump
Marion,Arkansas,16694,Trump
Miller,Arkansas,43257,Trump
Mississippi,Arkansas,40651,Trump
Monroe,Arkansas,6701,Trump
Montgomery,Arkansas,8986,Trump
Nevada,Arkansas,8252,Trump
Newton,Arkansas,7753,Trump
Ouachita,Arkansas,23382,Trump
Perry,Arkansas,10455,Trump
Phillips,Arkansas,17782,Biden
Pike,Arkansas,10718,Trump
Poinsett,Arkansas,23528,Trump
Polk,Arkansas,19964,Trump
Pope,Arkansas,64072,Trump
Prairie,Arkansas,8062,Trump
Pulaski,Arkansas,391911,Biden
Randolph,Arkansas,17958,Trump
St. Francis,Arkansas,24994,Biden
Saline,Arkansas,122437,Trump
Scott,Arkansas,10281,Trump
Searcy,Arkansas,7881,Trump
Sebastian,Arkansas,127827,Trump
Sevier,Arkansas,17007,Trump
Sharp,Arkansas,17442,Trump
Stone,Arkansas,12506,Trump
Union,Arkansas,38682,Trump
Van Buren,Arkansas,16545,Trump
Washington,Arkansas,239187,Trump
White,Arkansas,78753,Trump
Woodruff,Arkansas,6320,Trump
Yell,Arkansas,21341,Trump
Alameda,California,1671329,Biden
Alpine,California,1129,Biden
Amador,California,39752,Trump
Butte,California,219186,Biden
Calaveras,California,45905,Trump
Colusa,California,21547,Trump
Contra Costa,California,1153526,Biden
Del Norte,California,27812,Trump
El Dorado,California,192843,Trump
Fresno,California,999101,Biden
Glenn,California,28393,Trump
Humboldt,California,135558,Biden
Imperial,California,181215,Biden
Inyo,California,18039,Biden
Kern,California,900202,Trump
Kings,California,152940,Trump
Lake,California,64386,Biden
Lassen,California,30573,Trump
Los Angeles,California,10039107,Biden
Madera,California,157327,Trump
Marin,California,258826,Biden
Mariposa,California,17203,Trump
Mendocino,California,86749,Biden
Merced,California,277680,Biden
Modoc,California,8841,Trump
Mono,California,14444,Biden
Monterey,California,434061,Biden
Napa,California,137744,Biden
Nevada,California,99755,Biden
Orange,California,3175692,Biden
Placer,California,398329,Trump
Plumas,California,18807,Trump
Riverside,California,2470546,Biden
Sacramento,California,1552058,Biden
San Benito,California,62808,Biden
San Bernardino,California,2180085,Biden
San Diego,California,3338330,Biden
"San Francisco, City and County of[k] ",California,881549,Biden
San Joaquin,California,762148,Biden
San Luis Obispo,California,283111,Biden
San Mateo,California,766573,Biden
Santa Barbara,California,446499,Biden
Santa Clara,California,1927852,Biden
Santa Cruz,California,273213,Biden
Shasta,California,180080,Trump
Sierra,California,3005,Trump
Siskiyou,California,43539,Trump
Solano,California,447643,Biden
Sonoma,California,494336,Biden
Stanislaus,California,550660,Biden
Sutter,California,96971,Trump
Tehama,California,65084,Trump
Trinity,California,12285,Trump
Tulare,California,466195,Trump
Tuolumne,California,54478,Trump
Ventura,California,846006,Biden
Yolo,California,220500,Biden
Yuba,California,78668,Trump
Adams,Colorado,517421,Biden
Alamosa,Colorado,16233,Trump
Arapahoe,Colorado,656590,Biden
Archuleta,Colorado,14029,Trump
Baca,Colorado,3581,Trump
Bent,Colorado,5577,Trump
Boulder,Colorado,326196,Biden
"Broomfield, City and County of[l] ",Colorado,70465,Biden
Chaffee,Colorado,20356,Biden
Cheyenne,Colorado,1831,Trump
Clear Creek,Colorado,9700,Biden
Conejos,Colorado,8205,Trump
Costilla,Colorado,3887,Biden
Crowley,Colorado,6061,Trump
Custer,Colorado,5068,Trump
Delta,Colorado,31162,Trump
"Denver, City and County of[m] ",Colorado,727211,Biden
Dolores,Colorado,2055,Trump
Douglas,Colorado,351154,Trump
Eagle,Colorado,55127,Biden
Elbert,Colorado,26729,Biden
El Paso,Colorado,720403,Trump
Fremont,Colorado,47839,Trump
Garfield,Colorado,60061,Trump
Gilpin,Colorado,6243,Biden
Grand,Colorado,15734,Trump
Gunnison,Colorado,17462,Biden
Hinsdale,Colorado,820,Trump
Huerfano,Colorado,6897,Trump
Jackson,Colorado,1392,Trump
Jefferson,Colorado,582881,Biden
Kiowa,Colorado,1406,Trump
Kit Carson,Colorado,7097,Trump
Lake,Colorado,8127,Biden
La Plata,Colorado,56221,Biden
Larimer,Colorado,356899,Biden
Las Animas,Colorado,14506,Trump
Lincoln,Colorado,5701,Trump
Logan,Colorado,22409,Trump
Mesa,Colorado,154210,Trump
Mineral,Colorado,769,Trump
Moffat,Colorado,13283,Trump
Montezuma,Colorado,26183,Trump
Montrose,Colorado,42758,Trump
Morgan,Colorado,29068,Trump
Otero,Colorado,18278,Trump
Ouray,Colorado,4952,Biden
Park,Colorado,18845,Trump
Phillips,Colorado,4265,Trump
Pitkin,Colorado,17767,Biden
Prowers,Colorado,12172,Trump
Pueblo,Colorado,168424,Biden
Rio Blanco,Colorado,6324,Trump
Rio Grande,Colorado,11267,Trump
Routt,Colorado,25638,Biden
Saguache,Colorado,6824,Biden
San Juan,Colorado,728,Biden
San Miguel,Colorado,8179,Biden
Sedgwick,Colorado,2248,Trump
Summit,Colorado,31011,Biden
Teller,Colorado,25388,Trump
Washington,Colorado,4908,Trump
Weld,Colorado,324492,Trump
Yuma,Colorado,10019,Trump
Fairfield,Connecticut,943332,Biden
Hartford,Connecticut,891720,Biden
Litchfield,Connecticut,180333,Trump
Middlesex,Connecticut,162436,Biden
New Haven,Connecticut,854757,Biden
New London,Connecticut,265206,Biden
Tolland,Connecticut,150721,Biden
Windham,Connecticut,116782,Trump
Kent,Delaware,180786,Biden
New Castle,Delaware,558753,Biden
Sussex,Delaware,234225,Trump
District of Columbia[o],District of Columbia,705749,Biden
Alachua,Florida,269043,Biden
Baker,Florida,29210,Trump
Bay,Florida,174705,Trump
Bradford,Florida,28201,Trump
Brevard,Florida,601942,Trump
Broward,Florida,1952778,Biden
Calhoun,Florida,14105,Trump
Charlotte,Florida,188910,Trump
Citrus,Florida,149657,Trump
Clay,Florida,219252,Trump
Collier,Florida,384902,Trump
Columbia,Florida,71686,Trump
DeSoto,Florida,38001,Trump
Dixie,Florida,16826,Trump
Duval,Florida,957755,Biden
Escambia,Florida,318316,Trump
Flagler,Florida,115081,Trump
Franklin,Florida,12125,Trump
Gadsden,Florida,45660,Biden
Gilchrist,Florida,18582,Trump
Glades,Florida,13811,Trump
Gulf,Florida,13639,Trump
Hamilton,Florida,14428,Trump
Hardee,Florida,26937,Trump
Hendry,Florida,42022,Trump
Hernando,Florida,193920,Trump
Highlands,Florida,106221,Trump
Hillsborough,Florida,1471968,Biden
Holmes,Florida,19617,Trump
Indian River,Florida,159923,Trump
Jackson,Florida,46414,Trump
Jefferson,Florida,14246,Trump
Lafayette,Florida,8422,Trump
Lake,Florida,367118,Trump
Lee,Florida,770577,Trump
Leon,Florida,293582,Biden
Levy,Florida,41503,Trump
Liberty,Florida,8354,Trump
Madison,Florida,18493,Trump
Manatee,Florida,403253,Trump
Marion,Florida,365579,Trump
Martin,Florida,161000,Trump
Miami-Dade,Florida,2716940,Biden
Monroe,Florida,74228,Trump
Nassau,Florida,88625,Trump
Okaloosa,Florida,210738,Trump
Okeechobee,Florida,42168,Trump
Orange,Florida,1393452,Biden
Osceola,Florida,375751,Biden
Palm Beach,Florida,1496770,Biden
Pasco,Florida,553947,Trump
Pinellas,Florida,974996,Biden
Polk,Florida,724777,Trump
Putnam,Florida,74521,Trump
St. Johns,Florida,264672,Trump
St. Lucie,Florida,328297,Trump
Santa Rosa,Florida,184313,Trump
Sarasota,Florida,433742,Trump
Seminole,Florida,471826,Biden
Sumter,Florida,132420,Trump
Suwannee,Florida,44417,Trump
Taylor,Florida,21569,Trump
Union,Florida,15237,Trump
Volusia,Florida,553284,Trump
Wakulla,Florida,33739,Trump
Walton,Florida,74071,Trump
Washington,Florida,25473,Trump
Appling,  Georgia,18386,Trump
Atkinson,  Georgia,8165,Trump
Bacon,  Georgia,11164,Trump
Baker,  Georgia,3038,Trump
Baldwin,  Georgia,44890,Biden
Banks,  Georgia,19234,Trump
Barrow,  Georgia,83240,Trump
Bartow,  Georgia,107738,Trump
Ben Hill,  Georgia,16700,Trump
Berrien,  Georgia,19397,Trump
Bibb,  Georgia,153159,Biden
Bleckley,  Georgia,12873,Trump
Brantley,  Georgia,19109,Trump
Brooks,  Georgia,15457,Trump
Bryan,  Georgia,39627,Trump
Bulloch,  Georgia,79608,Trump
Burke,  Georgia,22383,Trump
Butts,  Georgia,24936,Trump
Calhoun,  Georgia,6189,Biden
Camden,  Georgia,54666,Trump
Candler,  Georgia,10803,Trump
Carroll,  Georgia,119992,Trump
Catoosa,  Georgia,67580,Trump
Charlton,  Georgia,13392,Trump
Chatham,  Georgia,289430,Biden
Chattahoochee,  Georgia,10907,Trump
Chattooga,  Georgia,24789,Trump
Cherokee,  Georgia,258773,Trump
Clarke,  Georgia,128331,Biden
Clay,  Georgia,3045,Biden
Clayton,  Georgia,292256,Biden
Clinch,  Georgia,6618,Trump
Cobb,  Georgia,760141,Biden
Coffee,  Georgia,43273,Trump
Colquitt,  Georgia,45600,Trump
Columbia,  Georgia,156714,Trump
Cook,  Georgia,17270,Trump
Coweta,  Georgia,148509,Trump
Crawford,  Georgia,12404,Trump
Crisp,  Georgia,22372,Trump
Dade,  Georgia,16116,Trump
Dawson,  Georgia,26108,Trump
Decatur,  Georgia,26404,Trump
DeKalb,  Georgia,759297,Biden
Dodge,  Georgia,20605,Trump
Dooly,  Georgia,13390,Trump
Dougherty,  Georgia,87956,Biden
Douglas,  Georgia,146343,Biden
Early,  Georgia,10190,Trump
Echols,  Georgia,4006,Trump
Effingham,  Georgia,64296,Trump
Elbert,  Georgia,19194,Trump
Emanuel,  Georgia,22646,Trump
Evans,  Georgia,10654,Trump
Fannin,  Georgia,26188,Trump
Fayette,  Georgia,114421,Trump
Floyd,  Georgia,98498,Trump
Forsyth,  Georgia,244252,Trump
Franklin,  Georgia,23349,Trump
Fulton,  Georgia,1063937,Biden
Gilmer,  Georgia,31369,Trump
Glascock,  Georgia,2971,Trump
Glynn,  Georgia,85292,Trump
Gordon,  Georgia,57963,Trump
Grady,  Georgia,24633,Trump
Greene,  Georgia,18324,Trump
Gwinnett,  Georgia,936250,Biden
Habersham,  Georgia,45328,Trump
Hall,  Georgia,204441,Trump
Hancock,  Georgia,8457,Biden
Haralson,  Georgia,29792,Trump
Harris,  Georgia,35236,Trump
Hart,  Georgia,26205,Trump
Heard,  Georgia,11923,Trump
Henry,  Georgia,234561,Biden
Houston,  Georgia,157863,Trump
Irwin,  Georgia,9416,Trump
Jackson,  Georgia,72977,Trump
Jasper,  Georgia,14219,Trump
Jeff Davis,  Georgia,15115,Trump
Jefferson,  Georgia,15362,Biden
Jenkins,  Georgia,8676,Trump
Johnson,  Georgia,9643,Trump
Jones,  Georgia,28735,Trump
Lamar,  Georgia,19077,Trump
Lanier,  Georgia,10423,Trump
Laurens,  Georgia,47546,Trump
Lee,  Georgia,29992,Trump
Liberty,  Georgia,61435,Biden
Lincoln,  Georgia,7921,Trump
Long,  Georgia,19559,Trump
Lowndes,  Georgia,117406,Trump
Lumpkin,  Georgia,33610,Trump
McDuffie,  Georgia,21312,Trump
McIntosh,  Georgia,14378,Trump
Macon,  Georgia,12947,Biden
Madison,  Georgia,29880,Trump
Marion,  Georgia,8359,Trump
Meriwether,  Georgia,21167,Trump
Miller,  Georgia,5718,Trump
Mitchell,  Georgia,21863,Trump
Monroe,  Georgia,27578,Trump
Montgomery,  Georgia,9172,Trump
Morgan,  Georgia,19276,Trump
Murray,  Georgia,40096,Trump
Muscogee,  Georgia,195769,Biden
Newton,  Georgia,111744,Biden
Oconee,  Georgia,40280,Trump
Oglethorpe,  Georgia,15259,Trump
Paulding,  Georgia,168667,Trump
Peach,  Georgia,27546,Trump
Pickens,  Georgia,32591,Trump
Pierce,  Georgia,19465,Trump
Pike,  Georgia,18962,Trump
Polk,  Georgia,42613,Trump
Pulaski,  Georgia,11137,Trump
Putnam,  Georgia,22119,Trump
Quitman,  Georgia,2299,Trump
Rabun,  Georgia,17137,Trump
Randolph,  Georgia,6778,Biden
Richmond,  Georgia,202518,Biden
Rockdale,  Georgia,90896,Biden
Schley,  Georgia,5257,Trump
Screven,  Georgia,13966,Trump
Seminole,  Georgia,8090,Trump
Spalding,  Georgia,66703,Trump
Stephens,  Georgia,25925,Trump
Stewart,  Georgia,6621,Biden
Sumter,  Georgia,29524,Biden
Talbot,  Georgia,6195,Biden
Taliaferro,  Georgia,1537,Biden
Tattnall,  Georgia,25286,Trump
Taylor,  Georgia,8020,Trump
Telfair,  Georgia,15860,Trump
Terrell,  Georgia,8531,Biden
Thomas,  Georgia,44451,Trump
Tift,  Georgia,40644,Trump
Toombs,  Georgia,26830,Trump
Towns,  Georgia,12037,Trump
Treutlen,  Georgia,6901,Trump
Troup,  Georgia,69922,Trump
Turner,  Georgia,7985,Trump
Twiggs,  Georgia,8120,Trump
Union,  Georgia,24511,Trump
Upson,  Georgia,26320,Trump
Walker,  Georgia,69761,Trump
Walton,  Georgia,94593,Trump
Ware,  Georgia,35734,Trump
Warren,  Georgia,5254,Biden
Washington,  Georgia,20374,Biden
Wayne,  Georgia,29927,Trump
Webster,  Georgia,2607,Trump
Wheeler,  Georgia,7855,Trump
White,  Georgia,30798,Trump
Whitfield,  Georgia,104628,Trump
Wilcox,  Georgia,8635,Trump
Wilkes,  Georgia,9777,Trump
Wilkinson,  Georgia,8954,Trump
Worth,  Georgia,20247,Trump
Guam[9],Guam,162742,
Hawaii,Hawaii,201513,Biden
"Honolulu, City and County of[p] ",Hawaii,974563,Biden
Kalawao,Hawaii,86,Biden
Kauai,Hawaii,72293,Biden
Maui,Hawaii,167417,Biden
Ada,Idaho,481587,Trump
Adams,Idaho,4294,Trump
Bannock,Idaho,87808,Trump
Bear Lake,Idaho,6125,Trump
Benewah,Idaho,9298,Trump
Bingham,Idaho,46811,Trump
Blaine,Idaho,23021,Biden
Boise,Idaho,7831,Trump
Bonner,Idaho,45739,Trump
Bonneville,Idaho,119062,Trump
Boundary,Idaho,12245,Trump
Butte,Idaho,2597,Trump
Camas,Idaho,1106,Trump
Canyon,Idaho,229849,Trump
Caribou,Idaho,7155,Trump
Cassia,Idaho,24030,Trump
Clark,Idaho,845,Trump
Clearwater,Idaho,8756,Trump
Custer,Idaho,4315,Trump
Elmore,Idaho,27511,Trump
Franklin,Idaho,13876,Trump
Fremont,Idaho,13099,Trump
Gem,Idaho,18112,Trump
Gooding,Idaho,15179,Trump
Idaho,Idaho,16667,Trump
Jefferson,Idaho,29871,Trump
Jerome,Idaho,24412,Trump
Kootenai,Idaho,165697,Trump
Latah,Idaho,40108,Biden
Lemhi,Idaho,8027,Trump
Lewis,Idaho,3838,Trump
Lincoln,Idaho,5366,Trump
Madison,Idaho,39907,Trump
Minidoka,Idaho,21039,Trump
Nez Perce,Idaho,40408,Trump
Oneida,Idaho,4531,Trump
Owyhee,Idaho,11823,Trump
Payette,Idaho,23951,Trump
Power,Idaho,7681,Trump
Shoshone,Idaho,12882,Trump
Teton,Idaho,12142,Biden
Twin Falls,Idaho,86878,Trump
Valley,Idaho,11392,Trump
Washington,Idaho,10194,Trump
Adams,Illinois,65435,Trump
Alexander,Illinois,5761,Trump
Bond,Illinois,16426,Trump
Boone,Illinois,53544,Trump
Brown,Illinois,6578,Trump
Bureau,Illinois,32628,Trump
Calhoun,Illinois,4739,Trump
Carroll,Illinois,14305,Trump
Cass,Illinois,12147,Trump
Champaign,Illinois,209689,Biden
Christian,Illinois,32304,Trump
Clark,Illinois,15441,Trump
Clay,Illinois,13184,Trump
Clinton,Illinois,37562,Trump
Coles,Illinois,50621,Trump
Cook,Illinois,5150233,Biden
Crawford,Illinois,18667,Trump
Cumberland,Illinois,10766,Trump
DeKalb,Illinois,104897,Biden
De Witt,Illinois,15638,Trump
Douglas,Illinois,19465,Trump
DuPage,Illinois,922921,Biden
Edgar,Illinois,17161,Trump
Edwards,Illinois,6395,Trump
Effingham,Illinois,34008,Trump
Fayette,Illinois,21336,Trump
Ford,Illinois,12961,Trump
Franklin,Illinois,38469,Trump
Fulton,Illinois,34340,Trump
Gallatin,Illinois,4828,Trump
Greene,Illinois,12969,Trump
Grundy,Illinois,51054,Trump
Hamilton,Illinois,8116,Trump
Hancock,Illinois,17708,Trump
Hardin,Illinois,3821,Trump
Henderson,Illinois,6646,Trump
Henry,Illinois,48913,Trump
Iroquois,Illinois,27114,Trump
Jackson,Illinois,56750,Biden
Jasper,Illinois,9610,Trump
Jefferson,Illinois,37684,Trump
Jersey,Illinois,21773,Trump
Jo Daviess,Illinois,21235,Trump
Johnson,Illinois,12417,Trump
Kane,Illinois,532403,Biden
Kankakee,Illinois,109862,Trump
Kendall,Illinois,128990,Biden
Knox,Illinois,49699,Trump
Lake,Illinois,696535,Biden
LaSalle,Illinois,108669,Trump
Lawrence,Illinois,15678,Trump
Lee,Illinois,34096,Trump
Livingston,Illinois,35648,Trump
Logan,Illinois,28618,Trump
McDonough,Illinois,29682,Trump
McHenry,Illinois,307774,Trump
McLean,Illinois,171517,Biden
Macon,Illinois,104009,Trump
Macoupin,Illinois,44926,Trump
Madison,Illinois,262966,Trump
Marion,Illinois,37205,Trump
Marshall,Illinois,11438,Trump
Mason,Illinois,13359,Trump
Massac,Illinois,13772,Trump
Menard,Illinois,12196,Trump
Mercer,Illinois,15437,Trump
Monroe,Illinois,34637,Trump
Montgomery,Illinois,28414,Trump
Morgan,Illinois,33658,Trump
Moultrie,Illinois,14501,Trump
Ogle,Illinois,50643,Trump
Peoria,Illinois,179179,Biden
Perry,Illinois,20916,Trump
Piatt,Illinois,16344,Trump
Pike,Illinois,15561,Trump
Pope,Illinois,4177,Trump
Pulaski,Illinois,5335,Trump
Putnam,Illinois,5739,Trump
Randolph,Illinois,31782,Trump
Richland,Illinois,15513,Trump
Rock Island,Illinois,141879,Trump
St. Clair,Illinois,259686,Biden
Saline,Illinois,23491,Trump
Sangamon,Illinois,194672,Trump
Schuyler,Illinois,6768,Trump
Scott,Illinois,4951,Trump
Shelby,Illinois,21634,Trump
Stark,Illinois,5342,Trump
Stephenson,Illinois,44498,Trump
Tazewell,Illinois,131803,Trump
Union,Illinois,16653,Trump
Vermilion,Illinois,75758,Trump
Wabash,Illinois,11520,Trump
Warren,Illinois,16844,Trump
Washington,Illinois,13887,Trump
Wayne,Illinois,16215,Trump
White,Illinois,13537,Trump
Whiteside,Illinois,55175,Trump
Will,Illinois,690743,Biden
Williamson,Illinois,66597,Trump
Winnebago,Illinois,282572,Biden
Woodford,Illinois,38459,Trump
Adams,Indiana,35777,Trump
Allen,Indiana,379299,Trump
Bartholomew,Indiana,83779,Trump
Benton,Indiana,8748,Trump
Blackford,Indiana,11758,Trump
Boone,Indiana,67843,Trump
Brown,Indiana,15092,Trump
Carroll,Indiana,20257,Trump
Cass,Indiana,37689,Trump
Clark,Indiana,118302,Trump
Clay,Indiana,26225,Trump
Clinton,Indiana,32399,Trump
Crawford,Indiana,10577,Trump
Daviess,Indiana,33351,Trump
Dearborn,Indiana,49458,Trump
Decatur,Indiana,26559,Trump
DeKalb,Indiana,43475,Trump
Delaware,Indiana,114135,Trump
Dubois,Indiana,42736,Trump
Elkhart,Indiana,206341,Trump
Fayette,Indiana,23102,Trump
Floyd,Indiana,78522,Trump
Fountain,Indiana,16346,Trump
Franklin,Indiana,22758,Trump
Fulton,Indiana,19974,Trump
Gibson,Indiana,33659,Trump
Grant,Indiana,65769,Trump
Greene,Indiana,31922,Trump
Hamilton,Indiana,338011,Trump
Hancock,Indiana,78168,Trump
Harrison,Indiana,40515,Trump
Hendricks,Indiana,170311,Trump
Henry,Indiana,47972,Trump
Howard,Indiana,82544,Trump
Huntington,Indiana,36520,Trump
Jackson,Indiana,44231,Trump
Jasper,Indiana,33562,Trump
Jay,Indiana,20436,Trump
Jefferson,Indiana,32308,Trump
Jennings,Indiana,27735,Trump
Johnson,Indiana,158167,Trump
Knox,Indiana,36594,Trump
Kosciusko,Indiana,79456,Trump
LaGrange,Indiana,39614,Trump
Lake,Indiana,485493,Biden
LaPorte,Indiana,109888,Trump
Lawrence,Indiana,45370,Trump
Madison,Indiana,129569,Trump
Marion,Indiana,964582,Biden
Marshall,Indiana,46258,Trump
Martin,Indiana,10255,Trump
Miami,Indiana,35516,Trump
Monroe,Indiana,148431,Biden
Montgomery,Indiana,38338,Trump
Morgan,Indiana,70489,Trump
Newton,Indiana,13984,Trump
Noble,Indiana,47744,Trump
Ohio,Indiana,5875,Trump
Orange,Indiana,19646,Trump
Owen,Indiana,20799,Trump
Parke,Indiana,16937,Trump
Perry,Indiana,19169,Trump
Pike,Indiana,12389,Trump
Porter,Indiana,170389,Trump
Posey,Indiana,25427,Trump
Pulaski,Indiana,12353,Trump
Putnam,Indiana,37576,Trump
Randolph,Indiana,24665,Trump
Ripley,Indiana,28324,Trump
Rush,Indiana,16581,Trump
St. Joseph,Indiana,271826,Biden
Scott,Indiana,23873,Trump
Shelby,Indiana,44729,Trump
Spencer,Indiana,20277,Trump
Starke,Indiana,22995,Trump
Steuben,Indiana,34594,Trump
Sullivan,Indiana,20669,Trump
Switzerland,Indiana,10751,Trump
Tippecanoe,Indiana,195732,Biden
Tipton,Indiana,15148,Trump
Union,Indiana,7054,Trump
Vanderburgh,Indiana,181451,Trump
Vermillion,Indiana,15498,Trump
Vigo,Indiana,107038,Trump
Wabash,Indiana,30996,Trump
Warren,Indiana,8265,Trump
Warrick,Indiana,62998,Trump
Washington,Indiana,28036,Trump
Wayne,Indiana,65884,Trump
Wells,Indiana,28296,Trump
White,Indiana,24102,Trump
Whitley,Indiana,33964,Trump
Adair,Iowa,7152,Trump
Adams,Iowa,3602,Trump
Allamakee,Iowa,13687,Trump
Appanoose,Iowa,12426,Trump
Audubon,Iowa,5496,Trump
